numberOfTweet,text,user name,screen name,description,gender
14,Briljant https://t.co/xgAoLMVfun,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
15,Wethouder kraakt verschraling centrum: 'Zoveelste fantasieloze ijs- of kaaswinkel' https://t.co/XsqVIqgcz4,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
16,"Ik hoor dat Villa Hertenkamp weer online te bekijken is, @rolandvanveen &amp; @suusz :-)",Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
17,Schoten gelost op Prins Hendrikkade na achtervolging https://t.co/CNUFyMOO5f,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
18,Fantastisch nieuws @markschrader!   https://t.co/N7212N037R,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
19,Gefeliciteerd met de nominatie @miserus en @WillemFeenstra! #tegel,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
20,Nu live op @AT5: Enquetecommissie: Iedereen faalde in aanpak financiële wanorde https://t.co/zCQcO1qwjJ”,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
21,@wolthuizen dit is mijn lievelings ;) https://t.co/QVrUYPbugQ,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
22,@Vincent_AT5 @FrankAwick goede combi hoor!,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
23,"Hoe het gaat bij @at5? Nou, vandaag werk ik met 3 editors.. https://t.co/RFnrSsM6A7",Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
24,"@ponscornelis jup, logisch toch? AT5, Den Haag.. ;-)  @markschrader",Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
25,"@markschrader Ja, ik heb een bordeaux rode strik voor je meegenomen. Matcht goed bij mijn jurk.",Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
26,*een smoking,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
27,Journalisten halen lekker dicht op de deadline nog even smoking. #CorrespondentenDiner @AT5 https://t.co/OADIr6BKOJ,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
28,Melding op de P2000: 'Vogel op hoogte op de Kippebrug' :-) https://t.co/jfjX3RiYnV,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
29,@MirjamvD Ik ook. Misschien val ik daar vandaag ook wel onder ;),Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
30,Zou mr. Charifa ook hulp kunnen bieden bij katers? https://t.co/xEYLNGB8mX,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
31,@HenrikeLaning Haha! Leuk om haar weer terug te zien!,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
32,Strontregen kleurt Sarphatipark wit (en mijn nieuwe jas..) https://t.co/seuT46cICt,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
33,@loekessers @govertschilling iets met Star Wars misschien?,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
34,@Amsterjan verwarming doet het niet en daardoor mot met aannemer.,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
35,Opening Westermoskee is weer uitgesteld. Kijk nu live op @at5 https://t.co/gekQW4Dvqp,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
36,@EWdeVlieger https://t.co/XoVvOCl5Jn ;),Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
37,https://t.co/YR6EonDy5e,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
38,@RN1stijl :-) dankje!,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
39,Het Slotervaartziekenhuis verdiende miljoenen met het maken van heroïne https://t.co/cZf26APZiz,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
40,De Jaap Edenbaan is sinds gisteravond dicht. Dertien graden en een harde wind zorgen voor plassen water ipv ijs. https://t.co/thj5X1vc1t,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
41,@DollyBellefleur ik ben nog steeds aan het bijkomen. Jij? Hier trouwens nog eentje voor 't fotoalbum:-) tot snel! X https://t.co/fVYs8fsBCF,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
42,Op naar Zuidoost. We gaan zo binnen kijken bij @MuseumVrolik met @KiDKiD2 #at5 #N8 https://t.co/4BuY3mzzmw,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
43,We zijn er weer hoor! Over 5 min volg je Museumnacht weer live op @AT5 met @MARK_AT5 #N8,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
44,@Amsterjan dank!,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
45,D66-leider Paternotte wist van achtergehouden onderwijsrapport https://t.co/LdRuroWis5.,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
46,Yo @volkskrant we hebben de push binnen hoor.. https://t.co/7S5uIEgpOO,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
47,@Beumer87 Wat jammer dat ik jullie gemist heb. En gefeliciteerd!,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
48,Wij zijn er nog steeds! Check de #amsterdammarathon live op @AT5 http://t.co/Rivdi3U32U,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
49,Groetjes uit Ouderkerk! #amsterdammarathon #at5 http://t.co/4end3eGCb9,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
50,@KnautheMarko @AT5 @MARK_AT5 lekker tv kijken dus!,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
51,Prachtige plaatjes in Ouderkerk.  #amsterdammarathon #at5 http://t.co/qyc0aPMQvs,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
52,Benieuwd wat voor een plaatjes we dit jaar gaan zien bij het 32 km punt in de Watergraafsmeer.,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
53,@AnneKruijsen en ik mogen nog iets langer uitslapen. Vanaf 12 uur volgen wij de toeschouwers en de lopers.,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
54,Over een kwartiertje doet @at5 live verslag van de marathon. @MARK_AT5 staat bij de start/finish in het Olympisch Stadion.,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
55,'Slachtoffer schietpartij is voormalig advocaat Haydar Zengin' http://t.co/DMg8hUIm1R,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
56,Wist je dat er in Amstelveen opvallend veel voorzieningen zijn voor… https://t.co/Q9LSl09mSB,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
57,@ponscornelis Joe!,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
58,"Ah, 1-2 dus..“@RTLnieuws: Het was echt 1-2 en niet 0-2 zoals per ongeluk in ons pushbericht te lezen was. Er ging even iets mis, excuus!”",Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
59,Uhm voor de mensen die niet hebben gekeken: wat is het nou? 1-2 of 0-2? @NOS @RTLnieuws http://t.co/hKxGkRHzIw,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
60,Getuige stapt filmend op overvallers af: 'Ik zou het zo weer doen' http://t.co/L7k1bEHszl,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
61,Vandaag was ik op een van de mooiste plekken van A'dam. Ja echt. Ik ben benieuwd of jullie het met me eens zijn. Check het NU @at5,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
62,En wat doe jij daar? @jaapdenouden,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
63,Wij zijn open! Kom je ook shoppen voor het goede doel? Je vindt ons op de… https://t.co/FCwxaikAtW,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
64,"Lekker hip doen in een nieuwe koffietent? Nou, het zijn niet alleen de yuppen hoor! Check het zo op @at5 in 'De Straten'. #Molukkenstraat",Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
65,"In de Indische buurt worden op dit moment meer dan 100 talen gesproken, maar hoe lang nog? Meer hierover zie je zo op @at5 in 'De Straten'.",Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
66,@sebasdevalk thanks!,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
67,"Over 5 minuutjes een nieuwe aflevering van 'De Straten' op @AT5. En ja, het is tijd voor een regenjas..",Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,Female
68,Ik heb nog steeds geen bereik hoor @RTLNieuws #Vodafone http://t.co/f6m4s7d1oE,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
69,Uhm..? #dwdd,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
70,Vanaf 1250 u doen wij live verslag van de City Swim. Tot zo! #AT5 https://t.co/fZVzgPUGTJ,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
71,@roosschlikker Hahaha!  Wat zei je? Ik word overigens ook maandelijks gebeld door De Volkskrant.  IK HEB AL EEN ABONNEMENT!!!1!#,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
72,@ponscornelis ik probeer mijn ouders daar nog steeds van te overtuigen. ;),Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
73,@ponscornelis haha! Heb ik geleerd op de SvJ. 'Politiek? Interessant. Maar verdiep je eens in de wereld van de piloten...',Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
74,"Ja doei, een tekort aan vrouwelijke piloten is de schuld van ons journalisten?! Dit gaat -zelfs- mij te ver.#columbus http://t.co/8SMXNHfbus",Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
75,@nigaio thanks!,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
76,"Ik was -helaas- veel te jong, maar gelukkig hebben we de beelden nog: http://t.co/um9eh2ZkGK  #ajax",Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
77,Ondanks hotelstop toch acht nieuwe hotels in het centrum.. http://t.co/u9UkrO8Yse,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
78,[Video] Politie geeft heftige beelden dodelijke schietpartij De Clercqstraat vrij http://t.co/fXMlDj5UkV via @AT5,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
79,"Om @FrankAwick te quoten: ""ik doe ook alles voor die k*t-tv!"" ;) Nu opdrogen en door naar Westerpark #at5mei http://t.co/pfbvacop0V",Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
80,Onze dag begint -uiteraard- met een drankje! Zo om 12 uur doen we live verslag vanuit @vondelcs #at5mei http://t.co/DPYiCUgkwz,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
81,Uit de hand gelopen vrijgezellenfeest met getrokken wapens beëindigd door politie: http://t.co/AK7loIDkVO via @AT5,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
82,@appeldepeer klopt.. Met dank aan: @FrankAwick F,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
83,"@thomasseita33 Ze is even weg, maar in juni is ze weer terug hoor :)",Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
84,Bedankt voor de tip @markschrader,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
85,Goede uitleg hoor @rachidfinge,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
86,Het was heerlijk! “@STAMBuurtmoeder: Buurtmoeder Nancy bij @saida aan tafel met heerlijke hapjes @AT5 http://t.co/IweTei4884”,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
87,@arcinho thanks! &lt;3,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
88,Laatste uur feest met Roue Verveer en Jan Uriot @VondelCS  #at5 http://t.co/ZgDZiIZOye,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
89,We zijn er nog even hoor! Nu bij mij aan tafel: Marloes Coenen en de hoofdcommissaris. @AT5 http://t.co/bwmHpZ0Bat,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
90,@ponscornelis @AT5 haha! Ik sta zo 4 uur met m'n kop in beeld. Ik wil de kijkers nog even een moment van rust geven;),Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
91,Geluid? Check! Zo om 14 uur live op @at5 @ VondelCS https://t.co/BcKcPC0LYk,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
92,Zo in Smkrs: @OmroepBNN zendt zondag een docu uit over 'The Amazing Agency' en Elise_MM van @ModeMusthaves is er ook! http://t.co/AncUI1wEiu,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
93,@Amsterjan ik vrees van wel.,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
94,@rezel jup. Wel een goede reden om binnen te blijven én @AT5  te kijken natuurlijk:),Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
95,@Tessaneijland ja lief en sterke drank schijnt ook te werken.,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
96,En toen kwamen we erachter wat de weersverwachtingen zijn voor Koningsdag.. #at5 https://t.co/nF7o0hGZ2D,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
97,Echt... 'Man steekt zichzelf in been bij smeren boterham' http://t.co/5zRfrl4cEp,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
98,"OM eist 2 tot 3,5 jaar cel tegen de 4 mannen die verdacht worden van het prostitueren van minderjarige meisjes. http://t.co/B6SOSEeVQ1",Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
99,Slachtoffers groeiden niet op in een warm nest. Stonden er financieel slecht voor. Officier: 'ideale slachtoffers om misbruik van te maken',Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
100,Officier is begonnen met het requisitoir en benadrukt de kwetsbaarheid van de slachtoffers. Er komen veel schrijnende verhalen voorbij.,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
101,laten werken in Diemen.,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
102,Tweede zittingsdag is begonnen. Vandaag komt de officier met een eis. Vier mannen zouden minderjarige meisjes als prostituees hebben,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
103,Dat had ik ook begrepen.. @hannekekeultjes,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
104,Ondertussen schrijft RTL-presentator John Williams -volgens OBA- een wereldwijde bestseller http://t.co/dV1nYVftu3 http://t.co/E9xZ5gon15,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
105,Fantastisch! Gefeliciteerd @rockhuysen Ronald Ockhuysen nieuwe hoofdredacteur Parool http://t.co/GTkE1ofX9H http://t.co/GTkE1ofX9H,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
106,"En verderrr: Rappende lama's, Michiel Romeyn en de favoriete plek van @amdewildt.  Tot zo!",Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
107,Zometeen smullen met @Vegatopia in Smaakmakers. Check het over 5 min. op @at5,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
108,[Video] Neergestoken bejaarde is 'Oma Toni' uit de Pijp  http://t.co/pQzPxUaUXA via @AT5,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
109,Zometeen weer een nieuwe afl. van Smaakmakers op @AT5 met oa tips van @inWestmetMik,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
110,Opstelten en Teeven stappen op http://t.co/cpIbaozJVg via @telegraaf,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
111,Oké… de premier vindt dat uitgereisde jihadisten beter daar kunnen sneuvelen dan terugkeren. #RTLdebat,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
112,Ik word er niet wijzer van. Wat is dit voor een bizarre eerste stelling.  #rtldebat,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
113,Daar gaan we dan.. #rtldebat,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
114,@ponscornelis vond ik nou ook:),Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
115,[Video] Jasper Cillessen krijgt 15-jarig meisje aan het huilen http://t.co/OSVe0iE4zn http://t.co/OSVe0iE4zn,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
116,En deze jongen zit in een hoekje zijn tentamen van morgen voor te bereiden #maagdenhuis  @AT5 http://t.co/McoQioysuD,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
117,Burgemeester en hoofdcommissaris zijn vertrokken. #maagdenhuis http://t.co/K9Im6XPHaE,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
118,@anneliesbeltman :),Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
119,@anneliesbeltman @AT5 VEUL te democratisch! ;),Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
120,Blijven of gaan? #Maagdenhuis volg het ook live op @AT5 http://t.co/fjLj9DPZga,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
121,@geertvdveen @AT5 &lt;3,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
122,Volg nu live het protest op @AT5 http://t.co/OShdArE48m,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
123,"LIVESTREAM: Ontruiming Bungehuis bezig, politie voert actievoerders af http://t.co/MNXTZJKGwx",Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
124,"LIVESTREAM op @AT5: Ontruiming Bungehuis begonnen, eerste agenten binnen http://t.co/rw996j1OFV",Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
125,"@Amsterjan geen zorgen. Hij is zo weg. Hoewel, We wachten nog steeds..",Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
126,Wachten op de koning..#at5 #LateRembrandt http://t.co/FhsvdLDYs6,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
127,Je kan je nog een paar uur aanmelden voor ons mentorenprogramma!Met oa. @Fekiz76 @Laradio @heleenvanlier @hellahueck http://t.co/W5wrThDnG8,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
128,@ManoBouzamour nam @AT5 mee naar zijn favoriete plek in Amsterdam: http://t.co/1UkqbrB7Yy,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
129,Haha! Ik moest nog aan je denken @Chris10Govaert Ik was te laat..,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
130,Nu eerst nog even het Nieuws. Daarna direct door met Smkrs. Met oa documentairemaker Willy Lindwer over de documentaire: De Rebelse Stad,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
131,Wat is er aan de hand bij de @nos ?,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
132,'Bom' Leiden is camera van reclamebureau en de NS was er dus van op de hoogte??? http://t.co/kvS8quobgF,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
133,Claimen Feyenoord-fans brand supportershonk Ajax? http://t.co/gW4TKhCpKI,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
134,Er zijn heel veel leuke dingen te doen in Amsterdam dit weekend. Check Smaakmakers over 5 min op @AT5 met oa @Yourlbb en @lenalibrary,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
135,. In Smaakmakers praat ik zo met: @Antonkarel over het succes van zijn album: 'Daar ergens'.  Over 5 min op @AT5! http://t.co/a5CB9EYoSv,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
136,Hevig verzet bij ontruiming kraakpand in Oost. Volg het nu live op @at5:  http://t.co/DJFwO0khpP,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
137,Jonge Amsterdamse jihadist in Syrië om het leven gekomen: http://t.co/c48sck6NOB,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
138,De populaire rubriek: 'Smaak van de Stad' is weer te zien op @AT5  We trappen af met de favo stek van @BASVANSCHAIK,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
139,Dit verdienen de thuiszorgbestuurders. http://t.co/MiTdB1FVCp,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
140,Luchtverkeersleiding: 'Er is nooit sprake geweest van een gevaarlijke situatie. Er zat voldoende ruimte tussen de twee vliegtuigen.',Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
141,'Bijna botsing tussen twee vliegtuigen boven IJ' http://t.co/wsXW5qhBVA via @AT5,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
142,Over 5 minuten op @AT5 een nieuwe aflevering van Smaakmakers. Met @HansUbbink @eriknoomen @talkinfood en Anouk van @modernehippies,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
143,Volgend deskundigen is het nog te vroeg om te spreken over een Turkse onderwereldvete. Zo om 17u op @AT5 http://t.co/jlijJgvEmJ,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
144,@Tessaneijland (cc @markschrader @robinvanhijfte)die woont vast in Nijmegen of omgeving..,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
145,Burgemeester Van der Laan: 'Wat zijn jullie met veel',Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
146,Het lichaam van de vermiste Noorse toerist is gevonden. #at5,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
147,De demo is nu live te zien op @at5 #jesuischarlie,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
148,Vermiste Noor gisteren mogelijk gezien op het Leidseplein http://t.co/Ld8LkyPVpP,Saïda Maggé,saida,Presentator/verslaggever AT5 Nieuws & Straten van Amsterdam,female
