numberOfTweet,text,user name,screen name,description,gender
46,"⚡️ “Twitter reacts to Hillary Clinton saying she's the first female nominee” by @mic

https://t.co/3VQq0wrsD1",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
47,"This is amazing.⚡️ “Hot Dog Princess is a dance class hero ”

https://t.co/bgFPnTym4b",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
48,"""Twitter's Android app gets a new and much better design today"" https://t.co/pseXk30FtS",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
49,"⚡️ “Lin-Manuel Miranda takes on the bots”

https://t.co/hQlbQJ1GWx",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
50,"@bgurley @trengriffin @fredwilson Seattle has under-marketed its tech story (vs. NYC, Austin, etc). They need a public figure champion.",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
51,@bgurley @trengriffin @fredwilson other important parts of the start-up ecosystem too like a strong CS and design department at UW.,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
52,"Under the 🇮🇹 Tuscan sun, clouds, and a tiny bit of rain. One more day of riding to go. https://t.co/eDykjqzmAa",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
53,"@CaseyNewton I don't know the night life scene, but if you want a neighborhood pizza spot, Independent Pizzeria in madison park is a fave.",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
54,@AnneP @Stacey_Conti @tllshankar @AustinJ also Stacey has the biggest smile on her face! Perfect capture.,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
55,@triketora @fitbit your iPhone can track them!,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
56,"⚡️ “Outrage sparks over ex-Stanford swimmer's rape sentencing”

https://t.co/8OjPQaK1SX",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
57,A CEO everyone should know: @kmlake. https://t.co/svUB28nDTE,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
58,"A year ago my dad got in a bike wreck, fractured his neck. Thankfully, he made a full recovery (and beat me today)! https://t.co/bBs5BEKyHG",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
59,"@triketora @Pinterest thanks for being such a constant source of energy and advocacy for diversity in the industry, Tracy. Excited for you.",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
60,Go @RachelJHolt! Excited to see more women in leadership at Uber. https://t.co/Ot9pE7Pz9D,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
61,The awesome @sbp04 in the Financial Times: https://t.co/lxzuTgV9Bq,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
62,Yet another account of why Rikers prison is a an abhorrent institution. Where is the *urgency* for reform?  https://t.co/jCnuiWLXLk,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
63,@mikeindustries @elonmusk Lol. I wouldn't miss an @elonmusk talk. I could have listened to him for hours.,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
64,"I think @craignewmark is right on about this. I observe this ""networking gap"" all the time (conferences, dinners, generally ""in the flow"").",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
65,@emoore @dickc right on! Lemme know when you need beta testers :).,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
66,"""Some folks say it’s a pipeline problem. I don’t think that’s the case, I think it’s more of a networking issue."" https://t.co/srFFGsDr4Z",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
67,https://t.co/xgnNlaBGrF,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,Female
68,Perfect word choice. An eerie foreshadowing of what may be to come.  https://t.co/0n2nIA3Js4,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
69,Warm up act to @elonmusk: We made a cannon that accelerates ping pong balls to Mach 2.3. #codecon,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
70,Watch live! @Recode on #Periscope: We're live with Jack Dorsey and DeRay McKesson at #codecon. https://t.co/pyOfQ5OiEA,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
71,"Emphatic @melindagates: ""We have to care about women being in computer science"" esp as we imagine the future of AI, robots, etc. #codecon",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
72,On AI: It's the holy grail. In 10 years we'll have robots that are more effective than humans for physical labor. -@BillGates #codecon,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
73,Here we go. #codecon https://t.co/JFFecxx2g8,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
74,"New endeavors: be stubborn on the vision, flexible on the details. Only give up when the high judgement champions give up. -@JeffBezos",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
75,Hearing @jeffbezos (and @elonmusk) talk about space and the future in general is absolutely incredible. Watch the #codecon livestream.,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
76,"""More than 1,000 people dedicated to Alexa / Echo. It's the first inning."" -@JeffBezos #codecon",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
77,Things I didn't know: Zika can be sexually transmitted. Men returning from Zika infected areas can transmit it. -@SueDHellmann #codecon,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
78,@jimprosser awesome.,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
79,Homemade ice cream by @aunder. My Memorial Day weekend is complete. https://t.co/tlSfVTjveG,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
80,Memorial Day 🇺🇸 https://t.co/fP5OG7rJNI,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
81,@ashmosley @laparisienne_US YUM!,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
82,Weekend recharge https://t.co/Y6T0N42wdW,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
83,"First one here, right as it opened. #Sunday #Coffee #Toast https://t.co/Cft63lFiop",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
84,Saturday afternoon with no plans: filling up the camelback and going to see where it takes me. #LetsGoOutside https://t.co/0UhbbM3gav,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
85,California dreaming https://t.co/qdCQnqjIYm,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
86,@janamal @annbordetsky @jeffseibert that is the perfect gif.,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
87,@narendra right on! Congrats friend.,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
88,"https://t.co/riIzDv2ZWQ ""We have a narrow window of opportunity to scale up Zika prevention measures, and that window is closing.""",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
89,This ➡️ Lift off. https://t.co/yd25lHSsp3,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
90,@AustinJ beautiful.,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
91,"This guy. What a leader. Loved working w/ you @NathanCHubbard! We will continue to cross paths, I have no doubt. 🙌🏼 https://t.co/qGnGIOE0lY",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
92,@mikeindustries @inajna Lol. I can't disagree.,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
93,"OH: ""Can you summarize how you feel about this in a single emoji?""",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
94,Go @periscopeco!   https://t.co/NSX0PbgsjI,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
95,“The Maker of Things” by @rands https://t.co/xMZBOYFENj,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
96,@aunder @SlackHQ @nvshah @jlatif @robbykwok Hi Neil!,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
97,Go @sarahkunst! Congrats on launch day. https://t.co/6Jas6NeWmo,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
98,@noahmp @luckysort @jessesmith @danielfennelly rad! Happy three years Noah!,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
99,We rarely have the whole @CorpDev team here for lunch. Took the opportunity to grab a pic 📸. https://t.co/NxxsukO9EC,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
100,One more picture from this am because it's so beautiful. I will always be in awe of this view. #fromwhereirun https://t.co/yD3fYS5Wzm,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
101,@SpicyAgarwals yum! Enjoy Japan. Lucky duck!,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
102,Monday https://t.co/3aODfjdJwr,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
103,"@VilliSpeaks politics aside, it's a good speech.",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
104,May flowers https://t.co/9XDVBR7C1G,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
105,Another good Sunday read. @peterthiel's commencement  address: https://t.co/O6BToQIQjT,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
106,"@gyroscope_app the app is really slick and beautifully designed. But, can't figure out how to unsubscribe from emails.",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
107,"Fascinating. ""An Old Idea, Revived: Starve Cancer to Death"" https://t.co/z3PZuDDnAf",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
108,@dickc nice!,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
109,The Dangerous Acceptance of Donald Trump https://t.co/edBxk232Ff via @adamgopnik,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
110,Tour of Washington DC #fromwhereirun https://t.co/7JrkSmJtPD,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
111,@mattcohler @Xavier75 that's amazing!,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
112,@kimmackrill @alexcornell is it recorded?,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
113,@keltonlynn @agarwal hi guys! Enjoy the trip. 👋🏼,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
114,"⚡️ “It's Endangered Species Day! 🐢🐥  ” by @USFWS

https://t.co/0Vp8UM0RLq",Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
115,Crazy windy in SF tonight. 💨🌪,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
116,Three unsolicited / sales / political survey calls to my cell phone in the last 2 hours. 🙄,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
117,@katidahm @SouvlaSF so good.,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
118,https://t.co/FErIM0mKuA,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
119,@jtolks HAT TIP @jtolks. 💸,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
120,New favorite @kygo: https://t.co/xv4UsybBsG,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
121,@cynthiag @pivotal @robmee huge news! Congratulations!,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
122,Morning walk to work https://t.co/FErIM0mKuA,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
123,@Sonos how do you unlink a Spotify account?,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
124,When your morning run takes a detour. #TeaPlease https://t.co/0896Z7TXYc,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
125,Excited to see these @HelloAngels ladies tonight. Missing you @vijaya! https://t.co/YD057tHzCB,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
126,@IamDebraLee @twitter awesome news. Welcome Debra!,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
127,.@kayvz on #Periscope: Going on set with CNBC @squawkalley https://t.co/TQtYxhyZSs,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
128,Anyone find a link to @Lin_Manuel's commencement address (I missed the live stream)?,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
129,Monday wake up. https://t.co/YqL10oIPMV,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
130,@daniel_levine it's tedious but yes you can usually find a form somewhere on the company website.,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
131,@clove thank you. I also emailed them.,Jessica Verrilli,jess,Senior Director of Corporate Development & Strategy at @Twitter. Investor w/ #Angels (@helloangels). Running anywhere with a view.,female
